product_id,sku_id,name,category,subcategory,brand,price_inr,rating,review_count,inventory_count,availability,is_active,catalog_status,color,material,room,style,unit,description,attributes_json,search_keywords,created_at
PRD16088,HDW4935,"1"" Mat Rod 15 Ft",Hardware,Rod,AXM,60,4,19,1,low_stock,TRUE,Current,Olive,Aluminium,Kids Room,Classic,RFT,"1"" Mat Rod 15 Ft is a classic rod from AXM. It is suitable for kids room use and comes in olive with aluminium finish. Suitable for residential and hospitality interiors.","{""color"": ""Olive"", ""material"": ""Aluminium"", ""room"": ""Kids Room"", ""style"": ""Classic"", ""unit"": ""RFT"", ""size"": ""25mm""}","1"" mat rod 15 ft hardware rod axm olive aluminium kids room classic curtain rod finial track hardware fittings","March 31, 2025"
PRD33754,BLD19945,Avalon Series Blackout Facia Style With Ball Chain,Blinds,Readymade Blinds,FFPL,80,4.4,5,35,in_stock,TRUE,Current,Black,Basswood,Guest Room,Classic,SFT,"Avalon Series Blackout Facia Style With Ball Chain is a classic readymade blinds from FFPL. It is suitable for guest room use and comes in black with basswood finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Black"", ""material"": ""Basswood"", ""room"": ""Guest Room"", ""style"": ""Classic"", ""unit"": ""SFT""}",avalon series blackout facia style with ball chain blinds readymade blinds ffpl black basswood guest room classic window blinds shade venetian roller privacy light control,"April 13, 2026"
PRD33316,HDW09467,Euro M-Track B63 Na,Hardware,Curtain Track,VIX,80,4.9,74,5,in_stock,TRUE,Current,Ivory,Brass,Kids Room,Rustic,RFT,Euro M-Track B63 is a rustic curtain track from VIX. It is suitable for kids room use and comes in ivory with brass finish. Suitable for residential and hospitality interiors.,"{""color"": ""Ivory"", ""material"": ""Brass"", ""room"": ""Kids Room"", ""style"": ""Rustic"", ""unit"": ""RFT"", ""size"": ""16.50FT"", ""series"": ""NA""}",euro m-track b63 hardware curtain track vix ivory brass kids room rustic curtain rod finial track hardware fittings,"August 21, 2025"
PRD42980,BLD19525,Ambassador Roller Blind Eco Blackout Facia Style With Ball Chain,Blinds,Readymade Blinds,FFPL,90,4.4,24,3,low_stock,TRUE,Current,Black,Basswood,Hotel Room,Classic,SFT,"Ambassador Roller Blind Eco Blackout Facia Style With Ball Chain is a classic readymade blinds from FFPL. It is suitable for hotel room use and comes in black with basswood finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Black"", ""material"": ""Basswood"", ""room"": ""Hotel Room"", ""style"": ""Classic"", ""unit"": ""SFT""}",ambassador roller blind eco blackout facia style with ball chain blinds readymade blinds ffpl black basswood hotel room classic window blinds shade venetian roller privacy light control,"April 13, 2026"
PRD59892,BLD17815,Vertical Blinds Axis 02,Blinds,Readymade Blinds,Generic,90,3.8,3,1,low_stock,TRUE,Current,Beige,Polyester fabric,Bedroom,Rustic,SFT,"Vertical Blinds Axis 02 is a rustic readymade blinds from Generic. It is suitable for bedroom use and comes in beige with polyester fabric finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Beige"", ""material"": ""Polyester fabric"", ""room"": ""Bedroom"", ""style"": ""Rustic"", ""unit"": ""SFT""}",vertical blinds axis 02 blinds readymade blinds nan beige polyester fabric bedroom rustic window blinds shade venetian roller privacy light control,"April 17, 2026"
PRD59650,SAM07610,Fiber Artistry Vol I Fabric,Samples,Fabric Samples,V&J,110,4,64,5,in_stock,TRUE,Current,Navy,Engineered wood,Kids Room,Luxury,NOS,Fiber Artistry Vol I Fabric is a luxury fabric samples from V&J. It is suitable for kids room use and comes in navy with engineered wood finish. Suitable for residential and hospitality interiors.,"{""color"": ""Navy"", ""material"": ""Engineered wood"", ""room"": ""Kids Room"", ""style"": ""Luxury"", ""unit"": ""NOS"", ""size"": ""NA"", ""series"": ""NA""}",fiber artistry vol i fabric samples fabric samples v&j navy engineered wood kids room luxury home decor furniture interiors,"May 21, 2025"
PRD34038,ACC04062,Pn Decor Pn Afb Daisy,Accessories,Artificial Flower,PWDPL,140,3.8,23,5,in_stock,TRUE,Current,Natural,Metal,Living Room,Luxury,NOS,Pn Decor Pn Afb Daisy is a luxury artificial flower from PWDPL. It is suitable for living room use and comes in natural with metal finish. Suitable for residential and hospitality interiors.,"{""color"": ""Natural"", ""material"": ""Metal"", ""room"": ""Living Room"", ""style"": ""Luxury"", ""unit"": ""NOS"", ""series"": ""AFBDAISY0172""}",pn decor pn afb daisy accessories artificial flower pwdpl natural metal living room luxury decor accessories artifact home styling,"August 28, 2024"
PRD33036,BLD20675,Happy Window Collection Roller Amazon-01 Classic Style Cluth With Chain,Blinds,Readymade Blinds,AMI,150,3.9,39,20,in_stock,TRUE,Current,Grey,Aluminium,Bedroom,Luxury,SFT,"Happy Window Collection Roller Amazon-01 Classic Style Cluth With Chain is a luxury readymade blinds from AMI. It is suitable for bedroom use and comes in grey with aluminium finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Grey"", ""material"": ""Aluminium"", ""room"": ""Bedroom"", ""style"": ""Luxury"", ""unit"": ""SFT"", ""size"": ""NA"", ""series"": ""NA""}",happy window collection roller amazon-01 classic style cluth with chain blinds readymade blinds ami grey aluminium bedroom luxury window blinds shade venetian roller privacy light control,"April 14, 2026"
PRD31644,ACC04299,Pn Decor Pn Fiber Vase,Accessories,Vases,PWDPL,160,4.4,53,0,out_of_stock,TRUE,Current,Black,Metal,Guest Room,Rustic,NOS,Pn Decor Pn Fiber Vase is a rustic vases from PWDPL. It is suitable for guest room use and comes in black with metal finish. Suitable for residential and hospitality interiors.,"{""color"": ""Black"", ""material"": ""Metal"", ""room"": ""Guest Room"", ""style"": ""Rustic"", ""unit"": ""NOS"", ""series"": ""FV0108""}",pn decor pn fiber vase accessories vases pwdpl black metal guest room rustic decor accessories artifact home styling,"September 11, 2024"
PRD47240,FWC144403,Glorious Dimout,Fabric,Curtain Fabric,BEPL,160,3.9,14,12,in_stock,TRUE,Current,Navy,Jacquard,Kids Room,Minimal,MTR,"Glorious Dimout is a minimal curtain fabric from BEPL. It is suitable for kids room use and comes in navy with jacquard finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Navy"", ""material"": ""Jacquard"", ""room"": ""Kids Room"", ""style"": ""Minimal"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""620""}",glorious dimout fabric curtain fabric bepl navy jacquard kids room minimal curtain fabric upholstery cloth drape textile material,"October 28, 2025"
PRD57344,WAL81008,Customised Wallpaper Fr49A Ariel,All Wallpaper,Wallpaper,SDR,170,3.6,67,20,in_stock,TRUE,Current,Gold,Textured paper,Kids Room,Luxury,SFT,"Customised Wallpaper Fr49A Ariel is a luxury wallpaper from SDR. It is suitable for kids room use and comes in gold with textured paper finish. Useful for accent walls, bedroom walls, and living room decor.","{""color"": ""Gold"", ""material"": ""Textured paper"", ""room"": ""Kids Room"", ""style"": ""Luxury"", ""unit"": ""SFT"", ""size"": ""NA"", ""series"": ""NA""}",customised wallpaper fr49a ariel all wallpaper wallpaper sdr gold textured paper kids room luxury wallpaper wall covering textured decor,"January 29, 2026"
PRD32022,SAM03288,Silica,Samples,Fabric Samples,NHD,170,3.8,5,0,out_of_stock,TRUE,Current,Pink,Engineered wood,Balcony,Classic,NOS,Silica is a classic fabric samples from NHD. It is suitable for balcony use and comes in pink with engineered wood finish. Suitable for residential and hospitality interiors.,"{""color"": ""Pink"", ""material"": ""Engineered wood"", ""room"": ""Balcony"", ""style"": ""Classic"", ""unit"": ""NOS"", ""size"": ""NA"", ""series"": ""NA""}",silica samples fabric samples nhd pink engineered wood balcony classic home decor furniture interiors,"March 31, 2025"
PRD57847,BLD19888,Avalon Series R-20329 Facia Style With Ball Chain,Blinds,Readymade Blinds,FFPL,190,4.4,27,12,in_stock,TRUE,Current,Grey,Bamboo,Dining Room,Luxury,SFT,"Avalon Series R-20329 Facia Style With Ball Chain is a luxury readymade blinds from FFPL. It is suitable for dining room use and comes in grey with bamboo finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Grey"", ""material"": ""Bamboo"", ""room"": ""Dining Room"", ""style"": ""Luxury"", ""unit"": ""SFT""}",avalon series r-20329 facia style with ball chain blinds readymade blinds ffpl grey bamboo dining room luxury window blinds shade venetian roller privacy light control,"August 13, 2025"
PRD38012,BLD20668,Happy Window Collection Amazon-01 Facia Style Cluth With Chain,Blinds,Readymade Blinds,AMI,190,4.3,9,8,in_stock,TRUE,Current,Maroon,PVC,Hotel Room,Traditional,SFT,"Happy Window Collection Amazon-01 Facia Style Cluth With Chain is a traditional readymade blinds from AMI. It is suitable for hotel room use and comes in maroon with pvc finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Maroon"", ""material"": ""PVC"", ""room"": ""Hotel Room"", ""style"": ""Traditional"", ""unit"": ""SFT"", ""size"": ""NA"", ""series"": ""NA""}",happy window collection amazon-01 facia style cluth with chain blinds readymade blinds ami maroon pvc hotel room traditional window blinds shade venetian roller privacy light control,"April 14, 2026"
PRD56192,BLD19933,Avalon Series Lexus Facia Style With Ball Chain,Blinds,Readymade Blinds,FFPL,190,4.7,29,20,in_stock,TRUE,Current,Brown,Aluminium,Office,Contemporary,SFT,"Avalon Series Lexus Facia Style With Ball Chain is a contemporary readymade blinds from FFPL. It is suitable for office use and comes in brown with aluminium finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Brown"", ""material"": ""Aluminium"", ""room"": ""Office"", ""style"": ""Contemporary"", ""unit"": ""SFT""}",avalon series lexus facia style with ball chain blinds readymade blinds ffpl brown aluminium office contemporary window blinds shade venetian roller privacy light control,"May 6, 2026"
PRD47073,FWC252520,Saxon,Fabric,Curtain Fabric,BSMPL,190,3.2,49,8,in_stock,TRUE,Current,Brown,Blackout fabric,Living Room,Luxury,MTR,"Saxon Fw35 is a luxury curtain fabric from BSMPL. It is suitable for living room use and comes in brown with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Brown"", ""material"": ""Blackout fabric"", ""room"": ""Living Room"", ""style"": ""Luxury"", ""unit"": ""MTR"", ""size"": ""48''"", ""series"": ""NA""}",saxon fw35 fabric curtain fabric bsmpl brown blackout fabric living room luxury curtain fabric upholstery cloth drape textile material,"May 16, 2025"
PRD59781,SAM07901,Atlas Vol 2 Fabric,Samples,Fabric Samples,HOS,210,3.7,63,0,out_of_stock,TRUE,Current,Charcoal,Wood,Kids Room,Traditional,NOS,Atlas Vol 2 Fabric is a traditional fabric samples from HOS. It is suitable for kids room use and comes in charcoal with wood finish. Suitable for residential and hospitality interiors.,"{""color"": ""Charcoal"", ""material"": ""Wood"", ""room"": ""Kids Room"", ""style"": ""Traditional"", ""unit"": ""NOS"", ""size"": ""NA"", ""series"": ""NA""}",atlas vol 2 fabric samples fabric samples hos charcoal wood kids room traditional home decor furniture interiors,"September 30, 2025"
PRD51996,FWC254026,Nexa Arise,Fabric,Curtain Fabric,ASP,220,4.1,29,8,in_stock,TRUE,Current,Blue,Linen blend,Bedroom,Luxury,MTR,"Nexa Arise is a luxury curtain fabric from ASP. It is suitable for bedroom use and comes in blue with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Blue"", ""material"": ""Linen blend"", ""room"": ""Bedroom"", ""style"": ""Luxury"", ""unit"": ""MTR"", ""size"": ""48''"", ""series"": ""NA""}",nexa arise fabric curtain fabric asp blue linen blend bedroom luxury curtain fabric upholstery cloth drape textile material,"June 25, 2025"
PRD39023,BLD19493,Lexus Roller Blind Blackout Facia Style With Ball Chain,Blinds,Readymade Blinds,FFPL,220,3.9,45,8,in_stock,TRUE,Current,Black,Bamboo,Kids Room,Luxury,SFT,"Lexus Roller Blind Blackout Facia Style With Ball Chain is a luxury readymade blinds from FFPL. It is suitable for kids room use and comes in black with bamboo finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Black"", ""material"": ""Bamboo"", ""room"": ""Kids Room"", ""style"": ""Luxury"", ""unit"": ""SFT""}",lexus roller blind blackout facia style with ball chain blinds readymade blinds ffpl black bamboo kids room luxury window blinds shade venetian roller privacy light control,"April 11, 2026"
PRD56705,FLG01466,Wall To Wall Carpet Oyster Cranberry,Flooring,Wall To Wall Carpets,FFG,220,3.9,11,0,out_of_stock,TRUE,Current,Ivory,Engineered wood,Hotel Room,Traditional,SFT,Wall To Wall Carpet Oyster Cranberry is a traditional wall to wall carpets from FFG. It is suitable for hotel room use and comes in ivory with engineered wood finish. Suitable for residential and hospitality interiors.,"{""color"": ""Ivory"", ""material"": ""Engineered wood"", ""room"": ""Hotel Room"", ""style"": ""Traditional"", ""unit"": ""SFT"", ""size"": ""NA"", ""series"": ""NA""}",wall to wall carpet oyster cranberry flooring wall to wall carpets ffg ivory engineered wood hotel room traditional home decor furniture interiors,"January 25, 2026"
PRD04355,FWC159522,"Supersatin-54""",Fabric,Curtain Fabric,"SGT,SNBPL",220,4.3,71,35,in_stock,TRUE,Current,Navy,Sheer fabric,Hotel Room,Minimal,MTR,"Supersatin-54"" is a minimal curtain fabric from SGT,SNBPL. It is suitable for hotel room use and comes in navy with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Navy"", ""material"": ""Sheer fabric"", ""room"": ""Hotel Room"", ""style"": ""Minimal"", ""unit"": ""MTR""}","supersatin-54"" fabric curtain fabric sgt,snbpl navy sheer fabric hotel room minimal curtain fabric upholstery cloth drape textile material","March 31, 2025"
PRD51996,FWC254017,Nexa Arise,Fabric,Curtain Fabric,ASP,220,4,35,35,in_stock,TRUE,Current,Pink,Linen blend,Dining Room,Luxury,MTR,"Nexa Arise is a luxury curtain fabric from ASP. It is suitable for dining room use and comes in pink with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Pink"", ""material"": ""Linen blend"", ""room"": ""Dining Room"", ""style"": ""Luxury"", ""unit"": ""MTR"", ""size"": ""48''"", ""series"": ""NA""}",nexa arise fabric curtain fabric asp pink linen blend dining room luxury curtain fabric upholstery cloth drape textile material,"June 25, 2025"
PRD55474,FWC248872,Kelvin D-4 Fw35 Na,Fabric,Curtain Fabric,BSMPL,220,4.6,24,35,in_stock,TRUE,Current,Mustard,Sheer fabric,Balcony,Traditional,MTR,"Kelvin D-4 Fw35 is a traditional curtain fabric from BSMPL. It is suitable for balcony use and comes in mustard with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Mustard"", ""material"": ""Sheer fabric"", ""room"": ""Balcony"", ""style"": ""Traditional"", ""unit"": ""MTR"", ""size"": ""48''"", ""series"": ""NA""}",kelvin d-4 fw35 fabric curtain fabric bsmpl mustard sheer fabric balcony traditional curtain fabric upholstery cloth drape textile material,"April 20, 2025"
PRD37072,FWC192587,Diva Sheers Ray,Fabric,Curtain Fabric,V&J,230,3.9,14,35,in_stock,TRUE,Current,Grey,Velvet,Guest Room,Contemporary,MTR,"Diva Sheers Ray is a contemporary curtain fabric from V&J. It is suitable for guest room use and comes in grey with velvet finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Grey"", ""material"": ""Velvet"", ""room"": ""Guest Room"", ""style"": ""Contemporary"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""103""}",diva sheers ray fabric curtain fabric v&j grey velvet guest room contemporary curtain fabric upholstery cloth drape textile material,"April 18, 2026"
PRD32090,FWC112955,Australian Linen 5249,Fabric,Curtain Fabric,SGT,230,4.6,14,3,low_stock,TRUE,Current,Black,Polyester,Dining Room,Scandinavian,MTR,"Australian Linen 5249 is a scandinavian curtain fabric from SGT. It is suitable for dining room use and comes in black with polyester finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Black"", ""material"": ""Polyester"", ""room"": ""Dining Room"", ""style"": ""Scandinavian"", ""unit"": ""MTR"", ""size"": ""54\""""}",australian linen 5249 fabric curtain fabric sgt black polyester dining room scandinavian curtain fabric upholstery cloth drape textile material,"October 15, 2019"
PRD04354,FWC41277,"Super Satin-54""",Fabric,Curtain Fabric,"SGT,SNBPL",230,4.2,15,20,in_stock,TRUE,Current,Charcoal,Cotton blend,Living Room,Classic,MTR,"Super Satin-54"" is a classic curtain fabric from SGT,SNBPL. It is suitable for living room use and comes in charcoal with cotton blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Charcoal"", ""material"": ""Cotton blend"", ""room"": ""Living Room"", ""style"": ""Classic"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""1304""}","super satin-54"" fabric curtain fabric sgt,snbpl charcoal cotton blend living room classic curtain fabric upholstery cloth drape textile material","March 31, 2025"
PRD31868,FWC111345,Block Buster,Fabric,Curtain Fabric,SGT,250,4,14,8,in_stock,TRUE,Current,Walnut,Polyester,Dining Room,Traditional,MTR,"Block Buster is a traditional curtain fabric from SGT. It is suitable for dining room use and comes in walnut with polyester finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Walnut"", ""material"": ""Polyester"", ""room"": ""Dining Room"", ""style"": ""Traditional"", ""unit"": ""MTR"", ""size"": ""54\""""}",block buster fabric curtain fabric sgt walnut polyester dining room traditional curtain fabric upholstery cloth drape textile material,"November 30, 2020"
PRD50208,SAM07691,Dark Mode Fabric,Samples,Fabric Samples,SAR,250,4.1,31,5,in_stock,TRUE,Current,Ivory,Ceramic,Bedroom,Traditional,NOS,Dark Mode Fabric is a traditional fabric samples from SAR. It is suitable for bedroom use and comes in ivory with ceramic finish. Suitable for residential and hospitality interiors.,"{""color"": ""Ivory"", ""material"": ""Ceramic"", ""room"": ""Bedroom"", ""style"": ""Traditional"", ""unit"": ""NOS"", ""size"": ""NA"", ""series"": ""NA""}",dark mode fabric samples fabric samples sar ivory ceramic bedroom traditional home decor furniture interiors,"June 22, 2025"
PRD35632,FWC207835,Malta,Fabric,Curtain Fabric,KC,260,3.8,94,8,in_stock,TRUE,Current,Green,Jacquard,Hotel Room,Rustic,MTR,"Malta is a rustic curtain fabric from KC. It is suitable for hotel room use and comes in green with jacquard finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Green"", ""material"": ""Jacquard"", ""room"": ""Hotel Room"", ""style"": ""Rustic"", ""unit"": ""MTR"", ""size"": ""48\"""", ""series"": ""39339""}",malta fabric curtain fabric kc green jacquard hotel room rustic curtain fabric upholstery cloth drape textile material,"February 19, 2026"
PRD41199,BLD19151,Roller Blinds Cortina Collection Classic Style Cluth With Chain,Blinds,Readymade Blinds,AMI,270,3.5,19,50,in_stock,TRUE,Current,Black,Bamboo,Living Room,Classic,SFT,"Roller Blinds Cortina Collection Classic Style Cluth With Chain is a classic readymade blinds from AMI. It is suitable for living room use and comes in black with bamboo finish. Designed for privacy, daylight control, and window styling.","{""color"": ""Black"", ""material"": ""Bamboo"", ""room"": ""Living Room"", ""style"": ""Classic"", ""unit"": ""SFT""}",roller blinds cortina collection classic style cluth with chain blinds readymade blinds ami black bamboo living room classic window blinds shade venetian roller privacy light control,"December 15, 2023"
PRD37871,LIN06523,Pillow Cover Omns Set Of 2,Linen,Pillow Cover,KMOPL,280,4.2,12,5,in_stock,TRUE,Current,Silver,Linen,Kids Room,Classic,NOS,Pillow Cover Omns Set Of 2 is a classic pillow cover from KMOPL. It is suitable for kids room use and comes in silver with linen finish. Suitable for residential and hospitality interiors.,"{""color"": ""Silver"", ""material"": ""Linen"", ""room"": ""Kids Room"", ""style"": ""Classic"", ""unit"": ""NOS"", ""size"": ""46X69""}",pillow cover omns set of 2 linen pillow cover kmopl silver linen kids room classic bedsheet pillow linen bedding soft furnishing,"June 27, 2021"
PRD04354,FWC41295,"Super Satin-54""",Fabric,Curtain Fabric,"SGT,SNBPL",280,4.1,27,8,in_stock,TRUE,Current,Silver,Linen blend,Guest Room,Minimal,MTR,"Super Satin-54"" is a minimal curtain fabric from SGT,SNBPL. It is suitable for guest room use and comes in silver with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Silver"", ""material"": ""Linen blend"", ""room"": ""Guest Room"", ""style"": ""Minimal"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""1322""}","super satin-54"" fabric curtain fabric sgt,snbpl silver linen blend guest room minimal curtain fabric upholstery cloth drape textile material","January 15, 2024"
PRD60489,SAM08184,Library Edition Vol 4 Fabric,Samples,Samples,V&J,280,4.3,19,1,low_stock,TRUE,Current,Grey,Glass,Living Room,Rustic,NOS,Library Edition Vol 4 Fabric is a rustic samples from V&J. It is suitable for living room use and comes in grey with glass finish. Suitable for residential and hospitality interiors.,"{""color"": ""Grey"", ""material"": ""Glass"", ""room"": ""Living Room"", ""style"": ""Rustic"", ""unit"": ""NOS"", ""size"": ""NA"", ""series"": ""NA""}",library edition vol 4 fabric samples nan v&j grey glass living room rustic home decor furniture interiors,"March 2, 2026"
PRD34958,ACC04965,Pn Decor Pn Agb,Accessories,Artificial Flower,PWDPL,300,4.5,45,3,low_stock,TRUE,Current,Green,Artificial silk,Dining Room,Classic,NOS,Pn Decor Pn Agb is a classic artificial flower from PWDPL. It is suitable for dining room use and comes in green with artificial silk finish. Suitable for residential and hospitality interiors.,"{""color"": ""Green"", ""material"": ""Artificial silk"", ""room"": ""Dining Room"", ""style"": ""Classic"", ""unit"": ""NOS"", ""series"": ""AGB0166""}",pn decor pn agb accessories artificial flower pwdpl green artificial silk dining room classic decor accessories artifact home styling,"June 13, 2024"
